ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
6488,8492,2000,4.1,['now-part'],29,35,31,28,0,['no-one'],['none'],some-college,white,female,0,3.3,agnostic,5.7,926
6489,49000,1958,7.8,['was-retired'],88,85,87,87,0,"['fam-friend', 'local-gov']",['nasal'],college,white,female,0.8,5.2,catholic,5.1,212
6490,130000,1978,7.3,['was-full'],26,81,67,100,4,"['employer', 'fam-friend']","['headache', 'fatigue']",some-college,white,male,2.3,7.2,evangelical-protestant,6.4,641
6491,100000,1958,3.7,['now-full'],100,90,75,98,0,['no-one'],['none'],postgrad,white,female,0.8,1.9,catholic,6.7,193
6492,65000,1994,8.4,['was-full'],100,100,100,95,100,['fam-friend'],['none'],some-college,white,male,4.8,9.3,other-protestant,0,308
6493,149000,1997,8.6,['now-full'],100,77,30,90,15,"['fam-friend', 'local-community']",['none'],college,black,female,2.4,6.2,catholic,6.4,786
6494,150000,1946,9.5,['was-part'],100,100,100,100,0,['fam-friend'],['none'],postgrad,white,male,0.8,3.7,other-protestant,3.4,400
6495,350000,2001,0,"['now-part', 'now-jobless', 'was-part', 'was-full', 'was-disabled']",97,0,0,0,0,['private-org'],['none'],highschool,other-mixed,female,0,0,nothing-in-particular,1.8,423
6496,30000,1967,3,['was-full'],8,24,2,95,0,['fam-friend'],['none'],college,other-mixed,female,0.4,7.8,evangelical-protestant,8,373
6497,60000,1977,8.6,['now-full'],87,61,60,300,0,['no-one'],['none'],college,white,male,3.9,1,atheist,0.5,605
6498,50000,1996,3.1,"['now-full', 'now-part']",23,61,13,35,1,['fam-friend'],['none'],some-college,white,male,0,4.7,nothing-in-particular,7.3,934
6499,120000,1965,1.7,['was-retired'],0,24,49,23,0,['fam-friend'],['none'],some-college,white,female,0.1,10,something-else,10,403
6500,70000,1993,6.9,['now-full'],100,100,100,100,10,"['fam-friend', 'employer', 'religious']",['fatigue'],college,white,male,1.4,6.3,evangelical-protestant,10,303
6501,30000,1965,4.9,"['was-full', 'now-full']",100,100,100,100,0,"['fam-friend', 'employer', 'local-community']",['none'],some-college,white,female,0.1,5.1,something-else,10,150
6502,79000,1979,5.1,"['was-full', 'now-jobless']",51,63,61,65,2,"['fam-friend', 'employer']",['none'],college,white,female,0.7,3.3,nothing-in-particular,5.1,981
6503,40000,1981,8.9,['was-part'],87,90,90,92,0,['employer'],"['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat']",highschool,hispanic-latino,female,9.1,8.9,mormon,8.5,782
6504,9000,2001,6.3,"['was-jobless', 'now-jobless']",72,70,45,32,0,"['religious', 'fedgov']","['fatigue', 'fever']",college,black,male,6.8,4.1,catholic,6.9,903
6505,20000,1989,8,['now-jobless'],76,73,72,84,0,['no-one'],['none'],college,white,male,1.3,7.3,catholic,6.2,703
6506,50000,1999,8.7,"['now-retired', 'now-full']",32,34,65,68,0,"['employer', 'religious', 'local-gov']",['headache'],some-college,white,female,2.7,4.8,nothing-in-particular,5.7,430
6507,200000,2000,6.9,"['was-full', 'now-jobless', 'was-disabled', 'was-jobless']",100,70,27,66,56,"['religious', 'other', 'fam-friend']","['fever', 'sore-throat', 'diarrhea']",postgrad,black,female,5,6,something-else,10,349
6508,95000,1980,10,['was-full'],32,97,75,39,3,"['local-gov', 'employer', 'fam-friend']",['headache'],postgrad,white,male,9.5,10,catholic,10,79
6509,300000,1975,10,"['was-full', 'now-full']",86,84,91,76,3,"['fam-friend', 'employer', 'fedgov', 'local-gov']","['diarrhea', 'fatigue', 'muscle-ache', 'headache', 'sore-throat']",college,white,male,4.2,1.9,catholic,10,100
6510,99000,1985,9.2,['was-full'],96,96,94,96,0,"['employer', 'fam-friend', 'state-gov', 'local-gov', 'religious', 'fedgov']",['none'],college,asian,female,0.4,9.8,nothing-in-particular,9.6,73
6511,7577,1998,6.1,"['now-part', 'was-jobless', 'was-part', 'was-full']",68,76,20,23,757,['religious'],"['fatigue', 'diarrhea', 'short-breath', 'dry-cough']",college,hispanic-latino,male,3.5,6.2,other-protestant,7.1,980
6512,50000,2001,5.2,['now-part'],61,59,60,61,0,"['fam-friend', 'state-gov', 'fedgov']",['none'],some-college,white,female,0,6.3,other-protestant,6.3,440
6513,44000,1971,5.1,['was-jobless'],98,99,99,100,0,['fam-friend'],['none'],highschool,white,female,0.2,4.9,nothing-in-particular,4.6,85
6514,100000,1990,6.9,['was-full'],100,100,30,100,0,"['fam-friend', 'state-gov', 'fedgov']",['none'],college,white,female,1,4.7,other-protestant,3.9,29
6515,20000,2002,8.8,"['was-jobless', 'now-retired']",49,54,54,51,0,"['other', 'local-gov']","['fever', 'muscle-ache']",some-college,black,female,8.5,8.5,something-else,7.4,339
6516,110000,1988,4.3,['now-part'],85,77,70,92,0,"['fam-friend', 'state-gov']",['none'],college,white,female,1.7,3.4,catholic,8,930
6517,50000,1990,9.1,['now-disabled'],96,99,100,96,0,['fam-friend'],['none'],postgrad,white,female,0,2.9,catholic,5.3,88
6518,20000,1983,4.6,['now-jobless'],0,0,0,48,0,['fam-friend'],['none'],highschool,white,female,0,4.6,nothing-in-particular,8.2,297
6519,50000,1985,2.8,['was-full'],49,66,65,46,0,['fam-friend'],"['muscle-ache', 'fatigue', 'sore-throat']",college,other-mixed,female,1.5,5.1,nothing-in-particular,0,134
6520,100000,1998,6.6,"['was-jobless', 'now-retired', 'was-part']",68,69,62,60,0,"['no-one', 'local-gov', 'employer']","['fever', 'fatigue', 'lost-smell-taste']",some-college,white,male,6,8.1,agnostic,8,336
6521,8283,2001,0,['now-full'],35,67,59,24,5,['no-one'],['none'],college,white,male,6.1,2.8,catholic,2.6,846
6522,40000,1964,1.3,"['was-full', 'now-full']",2,4,0,3,0,"['fam-friend', 'employer']",['none'],highschool,white,male,0,5.1,nothing-in-particular,4.7,891
6523,100000,1980,10,['now-full'],100,100,100,100,0,['employer'],['none'],postgrad,white,male,10,9.2,something-else,7.1,100
6524,20000,2002,0,['now-disabled'],0,0,0,0,0,['no-one'],['none'],highschool,white,male,0,0,orthodox,4.5,331
6525,75000,1990,9.1,['was-full'],39,69,79,98,0,['fam-friend'],['none'],some-college,white,male,0.7,8.9,nothing-in-particular,6.3,601
6526,160000,2000,8.5,['was-jobless'],100,100,100,100,1,"['religious', 'fam-friend']","['muscle-ache', 'fatigue', 'nasal', 'sore-throat']",some-college,white,female,2.5,10,catholic,10,484
6527,24500,1956,10,['now-retired'],64,100,75,100,0,"['religious', 'private-org']",['none'],highschool,white,female,0,10,evangelical-protestant,10,464
6528,44383,2000,6.3,['now-disabled'],77,75,26,25,1,['fam-friend'],['none'],highschool,white,female,3,3,mormon,2.1,320
6529,70000,1994,9.9,['now-jobless'],100,100,98,100,0,"['fam-friend', 'local-gov']","['dry-cough', 'fatigue']",postgrad,other-mixed,male,4,4.3,hindu,8.4,333
6530,50000,2000,7.5,['now-full'],100,67,61,50,0,['fam-friend'],"['short-breath', 'diarrhea']",college,other-mixed,female,0,4.9,nothing-in-particular,6.8,330
6531,110000,1957,6.7,['was-full'],93,88,77,67,1,['fedgov'],['none'],highschool,white,male,0,6.6,catholic,4.5,67
6532,22222,2001,1,['was-part'],92,95,82,94,0,"['fam-friend', 'employer']",['none'],highschool,black,male,0.4,4.1,something-else,10,334
6533,35000,1997,6.8,"['was-full', 'now-full']",100,74,35,100,0,['fam-friend'],['none'],college,hispanic-latino,female,0,2.5,nothing-in-particular,0,70
6534,300000,1999,6.7,['now-full'],80,77,78,78,0,['fam-friend'],['sore-throat'],some-college,white,female,1.3,7,evangelical-protestant,7.4,430
6535,49000,1986,5.8,['was-jobless'],60,100,100,66,0,['fam-friend'],['none'],college,white,female,0.4,7.1,something-else,9.7,431
6536,18000,1993,0.5,['was-disabled'],35,31,11,55,0,"['religious', 'fam-friend', 'no-one']",['none'],college,black,female,0.3,4.8,something-else,8.8,741
6537,8000,1987,5.2,['now-jobless'],70,98,85,62,0,['other'],['none'],some-college,white,male,1.9,0.8,nothing-in-particular,1.2,800
6538,17000,1979,6.7,['was-disabled'],57,100,100,100,0,"['no-one', 'private-org', 'fedgov', 'other', 'religious', 'state-gov']",['none'],highschool,other-mixed,female,0,10,mormon,10,983
6539,25000,1961,0,['now-part'],3,3,6,94,0,['fam-friend'],['none'],highschool,white,male,0.3,9.5,something-else,9.6,242
6540,42000,1974,2.5,['was-full'],15,47,22,43,0,"['fam-friend', 'local-community']","['nasal', 'headache']",some-college,hispanic-latino,male,3,4.8,catholic,8.2,814
6541,358000,1983,7.8,['was-full'],91,88,88,97,2,"['employer', 'local-gov', 'state-gov', 'fedgov', 'fam-friend']",['none'],postgrad,white,male,0.2,0.1,catholic,9.2,100
6542,54000,1979,10,"['was-part', 'now-jobless']",100,100,100,100,0,['fam-friend'],['fatigue'],highschool,white,female,0,7.3,evangelical-protestant,10,301
6543,15000,2001,2.6,['was-jobless'],100,100,100,100,2,"['fam-friend', 'state-gov']",['headache'],highschool,white,female,0,4.9,mormon,10,750
6544,40000,1991,5.7,['now-full'],89,92,80,100,1,['no-one'],"['dry-cough', 'diarrhea', 'nasal', 'headache', 'muscle-ache']",some-college,other-mixed,male,5.1,4.1,something-else,3.5,215
6545,28000,1978,5.4,['was-full'],93,90,90,93,0,['fam-friend'],['none'],some-college,white,female,1.3,4.8,something-else,9.2,453
6546,40000,1987,2.6,['now-full'],26,36,17,51,1,['fam-friend'],['none'],some-college,white,male,2.3,5.1,something-else,6.4,45
6547,68000,1976,5.6,['now-jobless'],100,98,57,92,56,['fam-friend'],['fatigue'],some-college,white,female,0.4,7.4,nothing-in-particular,0,144
6548,12000,1997,4.9,['now-part'],92,89,83,68,0,['fam-friend'],['none'],college,hispanic-latino,female,0,4.5,catholic,6.1,662
6549,99000,1963,8.9,['now-retired'],83,82,83,92,0,['no-one'],['nasal'],highschool,black,female,8.1,6.8,evangelical-protestant,7.9,61
6550,23000,1982,5.4,"['was-full', 'now-full']",4,71,61,81,0,"['fam-friend', 'employer', 'state-gov', 'local-gov', 'local-community']",['none'],highschool,white,female,5.3,4.2,other-protestant,4.9,651
6551,25000,1998,3,['was-part'],100,85,85,100,0,['fam-friend'],['none'],some-college,hispanic-latino,female,2,7.2,catholic,7.4,921
6552,100000,1985,4.9,['was-full'],38,90,52,82,0,"['fam-friend', 'employer']",['diarrhea'],postgrad,hispanic-latino,female,2.2,7.2,other-protestant,7.8,327
6553,50000,1999,10,"['now-part', 'now-full']",100,39,100,97,0,"['religious', 'fam-friend']",['none'],some-college,black,female,0.7,4.2,catholic,5.5,330
6554,100000,1986,8.4,"['was-full', 'now-full']",100,100,100,100,0,"['fam-friend', 'employer', 'state-gov']",['none'],postgrad,white,female,4.9,1.6,something-else,3.7,410
6555,55000,1994,1.7,['was-full'],80,72,75,75,0,['no-one'],['none'],some-college,black,female,0,1.7,something-else,7.4,216
6556,75000,1983,6.1,['was-full'],79,83,84,92,0,['fam-friend'],['none'],college,hispanic-latino,male,0,5.1,catholic,4.5,100
6557,32000,1993,10,['now-disabled'],98,97,100,100,5,['fam-friend'],['fatigue'],college,asian,female,3.6,0.1,nothing-in-particular,5.7,469
6558,10000,1995,9.8,['now-part'],100,50,66,80,0,['fam-friend'],['none'],college,white,female,5,7.6,catholic,7.4,100
6559,85000,1977,7.9,"['was-full', 'now-jobless']",100,92,93,91,5,"['fam-friend', 'state-gov', 'local-gov']",['none'],some-college,white,male,0.3,1.1,atheist,0,800
6560,384743,1997,0,['now-full'],0,5,0,0,0,['religious'],['sore-throat'],college,hispanic-latino,male,0,0,mormon,3.1,761
6561,120000,1975,7.3,['now-full'],96,93,100,81,0,['fam-friend'],['none'],college,hispanic-latino,female,2.7,5.5,evangelical-protestant,6.9,113
6562,200000,1979,2.4,['now-part'],26,37,30,70,0,['fam-friend'],['none'],some-college,white,female,0,5.5,something-else,8.6,609
6563,45000,1994,10,['now-full'],100,100,100,100,4,['fam-friend'],['headache'],some-college,black,female,0,0,something-else,10,18
6564,149000,1983,8.4,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],"['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat']",postgrad,white,female,5.4,1.3,jewish,2.4,303
6565,49900,1973,10,['was-full'],98,96,96,97,2,['fam-friend'],"['fatigue', 'muscle-ache']",some-college,white,female,1.5,5.2,catholic,9.8,182
6566,30000,1953,2.9,['now-retired'],19,52,55,52,0,['no-one'],['none'],postgrad,white,male,0.5,9.6,something-else,2.1,957
6567,20000,1999,1.2,['was-full'],87,81,31,100,0,"['fam-friend', 'religious', 'local-community']","['headache', 'sore-throat']",college,black,female,0.8,2.3,other-protestant,10,441
6568,69000,1995,7.4,['was-part'],86,75,73,65,5,"['fam-friend', 'other', 'local-community']",['diarrhea'],some-college,white,female,5.5,0.3,agnostic,3.1,527
6569,75000,1995,9.5,['now-part'],83,74,88,98,4,['fam-friend'],['none'],college,white,male,4.9,6.8,catholic,7.5,300
6570,25000,1994,7.1,['now-jobless'],77,81,80,89,0,['no-one'],['none'],highschool,white,female,0,4.8,something-else,10,378
6571,10000,1998,6.4,['was-part'],100,100,100,100,0,"['private-org', 'fam-friend']",['none'],highschool,white,female,3.3,6.5,catholic,10,465
6572,12000,1997,7.2,['was-part'],100,100,74,100,0,"['fam-friend', 'other']",['none'],college,white,female,5.2,0,nothing-in-particular,0,212
6573,27000,1958,9.2,"['was-part', 'now-jobless']",100,100,70,100,6,"['fam-friend', 'local-gov', 'local-community', 'private-org']",['none'],college,white,female,100,1.4,nothing-in-particular,6.4,125
6574,10000,2001,8.7,['now-full'],75,85,79,86,0,['employer'],['nasal'],some-college,white,male,8.7,8.9,nothing-in-particular,8.6,558
6575,45000,1956,6.4,['was-retired'],99,100,100,100,0,['no-one'],['dry-cough'],highschool,white,female,1.9,5.4,nothing-in-particular,1.6,347
6576,198000,1998,6.1,['was-full'],67,59,65,63,0,"['religious', 'fedgov']",['none'],postgrad,black,male,7.4,7.3,catholic,6.7,346
6577,200909,2000,10,['was-disabled'],100,75,93,83,0,['no-one'],['none'],college,asian,female,0.5,4.9,muslim,8.1,328
6578,80000,2000,7.5,"['now-part', 'was-part', 'was-jobless']",93,69,66,68,0,['employer'],['headache'],some-college,black,female,8.2,7,nothing-in-particular,7.2,27
6579,35000,2001,10,['now-jobless'],94,100,97,100,1,"['private-org', 'local-community', 'local-gov', 'state-gov', 'religious', 'fedgov', 'fam-friend']",['none'],some-college,black,male,0,0.2,orthodox,7.2,358
6580,25000,1990,6.2,['was-full'],70,72,79,67,0,"['fam-friend', 'employer']",['none'],some-college,white,female,0,6.8,agnostic,1.6,240
6581,149000,1984,8.9,['was-full'],81,70,62,42,0,['fam-friend'],['none'],college,white,male,0.7,7.4,other-protestant,8.6,234
6582,10000,1969,7.5,['now-disabled'],75,74,73,65,2,"['fam-friend', 'religious', 'local-community']","['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'headache']",some-college,white,female,1,4.3,something-else,5,683
6583,7500,1977,8.1,['now-jobless'],100,72,80,62,0,['no-one'],"['dry-cough', 'fever', 'headache']",highschool,asian,female,4.6,3.5,nothing-in-particular,1.9,481
6584,40000,1978,5.5,"['was-full', 'now-full']",97,55,0,21,4,"['fam-friend', 'no-one']",['none'],college,white,female,0,4.5,other-protestant,6.4,254
6585,20000,1994,10,['was-jobless'],100,100,100,100,0,['state-gov'],['none'],some-college,white,female,9.5,9.5,something-else,8.2,304
6586,125000,1982,7.3,"['was-full', 'now-full']",100,100,77,77,6,['fam-friend'],['none'],postgrad,hispanic-latino,female,0,2.3,catholic,5.7,786
6587,100000,1977,6.7,"['was-full', 'now-full']",97,94,95,86,0,"['fam-friend', 'fedgov']",['none'],college,hispanic-latino,male,1.2,7.6,nothing-in-particular,7.4,775
6588,120000,1989,7.4,['was-full'],78,68,78,69,0,['fam-friend'],['none'],college,white,female,0,0.7,agnostic,0.5,550
6589,14000,1970,10,['was-disabled'],100,100,100,96,0,['no-one'],"['dry-cough', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal']",highschool,white,female,4.8,4.9,something-else,4.6,160
6590,7474,1997,2.3,['now-full'],50,49,47,50,0,"['religious', 'state-gov', 'fedgov']",['nasal'],college,white,female,0,5,something-else,5.1,805
6591,60000,2001,6.1,['was-part'],31,71,63,71,1,['fam-friend'],['none'],highschool,white,female,5,6.1,atheist,2.4,543
6592,55000,1969,5.3,['now-disabled'],92,96,94,99,0,['fam-friend'],['none'],college,white,female,0.1,5.2,something-else,9.9,672
6593,30000,1996,7,"['now-jobless', 'was-jobless']",80,91,72,93,1,['fam-friend'],"['fatigue', 'muscle-ache', 'headache']",college,white,female,3.1,1.8,nothing-in-particular,1.9,800
6594,15000,1983,9.6,['was-full'],94,91,96,91,2,['fam-friend'],['none'],highschool,white,female,4.8,5.4,catholic,8.7,955
6595,74000,1948,10,"['was-retired', 'now-retired']",100,100,100,100,0,['fam-friend'],['none'],highschool,white,female,0,5.2,nothing-in-particular,7,321
6596,30000,1992,10,['was-disabled'],97,96,95,97,0,['fam-friend'],"['short-breath', 'fatigue', 'nasal', 'sore-throat', 'headache']",highschool,white,female,0.1,4.9,nothing-in-particular,0,959
6597,30000,1996,9.3,['was-jobless'],100,98,98,100,0,"['fam-friend', 'local-community', 'private-org']",['none'],some-college,black,male,2.2,5.7,evangelical-protestant,7.8,190
6598,37800,1992,7.7,"['was-full', 'now-full']",77,93,72,79,0,['fam-friend'],['none'],postgrad,white,female,3.3,1.8,agnostic,1,296
6599,24000,1996,7.2,['was-full'],100,100,100,0,1,['fam-friend'],['dry-cough'],college,black,male,3.1,0,evangelical-protestant,10,705
6600,40000,1999,7.3,"['was-part', 'now-full']",100,49,100,100,1,['fam-friend'],['none'],some-college,white,female,2,0,agnostic,0,972
6601,25666,2000,9.2,['now-full'],82,88,21,100,0,['fam-friend'],['fever'],college,black,female,0,6.1,nothing-in-particular,4.6,334
6602,100000,1983,9,['now-part'],93,90,90,82,0,"['fam-friend', 'employer', 'religious']",['none'],college,white,male,1.1,9.3,muslim,9,303
6603,10000,1999,5.2,"['was-full', 'now-jobless', 'was-part', 'was-jobless', 'now-part']",80,64,62,100,3,"['fam-friend', 'religious']","['short-breath', 'nasal', 'headache']",highschool,black,female,0,3.5,something-else,7.9,234
6604,10000,2002,5.6,['now-full'],49,46,48,47,0,['state-gov'],['none'],college,asian,female,0.1,4.6,nothing-in-particular,4.7,752
6605,110000,1979,7.6,"['was-full', 'now-full']",57,41,59,87,0,['fam-friend'],['none'],postgrad,white,male,0.1,2.7,catholic,1.3,500
6606,18000,1995,8.6,['was-full'],91,90,92,93,1,['fam-friend'],['none'],some-college,hispanic-latino,female,0.3,0.4,catholic,9.5,936
6607,49999,1999,5.2,['now-part'],59,74,38,68,0,['fam-friend'],"['dry-cough', 'headache']",college,white,female,0,5,agnostic,4.1,756
6608,150000,2000,5.2,['was-jobless'],18,100,42,100,100,"['fam-friend', 'religious']",['none'],some-college,white,female,0,10,other-protestant,8.8,334
6609,5999,1991,9.8,['now-full'],67,68,60,28,0,['employer'],['none'],college,hispanic-latino,female,0.3,6.2,catholic,7.2,330
6610,75000,1990,7,"['was-jobless', 'now-jobless']",100,100,100,100,4,['fam-friend'],['none'],highschool,white,female,0,4.1,something-else,5,394
6611,7282,2000,6.5,['now-full'],0,77,100,53,92,"['fedgov', 'local-gov']","['dry-cough', 'nasal', 'fever', 'lost-smell-taste', 'sore-throat', 'diarrhea']",highschool,black,female,2.5,6.7,catholic,6.8,207
6612,16000,1985,4.9,"['was-disabled', 'now-disabled']",71,100,100,100,0,"['local-gov', 'state-gov', 'fedgov', 'fam-friend']","['nausea-vomit', 'fatigue']",some-college,white,female,0.9,4.9,other-protestant,7.3,359
6613,67000,1993,2.5,['was-full'],77,47,10,49,0,"['fam-friend', 'employer']",['none'],college,white,female,2.4,7.2,agnostic,0,982
6614,10000,1989,7.1,['now-part'],4,92,90,94,0,['fam-friend'],['nasal'],postgrad,asian,male,8.3,8.6,muslim,4.4,63
6615,40000,1992,7.3,['was-full'],89,83,20,100,5,"['employer', 'fam-friend']",['fatigue'],college,white,male,3.9,2.5,nothing-in-particular,0,802
6616,34000,1991,7.6,"['was-full', 'now-full']",95,89,100,93,13,"['fam-friend', 'employer']",['none'],college,other-mixed,female,0,6.2,nothing-in-particular,6.7,748
6617,42000,1996,8.3,['was-full'],100,98,69,95,2,"['fam-friend', 'local-gov', 'state-gov', 'private-org']","['fatigue', 'headache', 'nausea-vomit']",college,white,female,3.2,1.4,agnostic,3.1,800
6618,20000,2000,10,['was-jobless'],72,72,68,76,0,['fam-friend'],"['nasal', 'dry-cough']",highschool,asian,female,2.4,3.8,muslim,8.6,902
6619,15000,2001,10,['now-disabled'],100,99,100,100,1000,"['fam-friend', 'local-gov', 'private-org']",['nausea-vomit'],highschool,hispanic-latino,male,3.2,2.2,atheist,0.5,600
6620,5765,1992,8.9,"['was-part', 'now-full']",29,20,17,18,0,['no-one'],['none'],school,hispanic-latino,female,0,1.3,hindu,7,301
6621,50000,1999,10,"['was-part', 'now-part']",100,100,100,100,0,['fam-friend'],['none'],college,white,male,0,6.5,evangelical-protestant,8.1,104
6622,90000,1990,7.8,['was-full'],100,100,100,100,0,"['fam-friend', 'fedgov']",['none'],college,white,female,0,4.9,orthodox,3.8,320
6623,95000,1980,3,"['was-full', 'now-full']",28,44,25,57,0,"['employer', 'fam-friend']",['none'],college,white,female,1.1,6,nothing-in-particular,4.9,371
6624,20000,1993,9.5,['now-disabled'],100,44,44,68,2,['fam-friend'],['fatigue'],college,hispanic-latino,male,0.2,3.1,nothing-in-particular,6.5,100
6625,35000,1974,4.1,['was-disabled'],37,68,63,40,4,"['fam-friend', 'religious']",['none'],highschool,white,male,0.5,6.2,other-protestant,9.1,484
6626,15000,1955,8.2,['now-retired'],88,94,92,67,0,['fam-friend'],['none'],some-college,black,female,5.1,4.7,something-else,9.4,341
6627,114000,1980,10,['now-full'],100,100,100,100,0,['employer'],['none'],highschool,white,female,1.6,3.1,atheist,0,121
6628,250000,1980,9.4,['now-full'],91,92,91,91,2,"['fedgov', 'state-gov']",['none'],postgrad,white,male,10,9.9,muslim,9.5,330
6629,99000,1995,0,['now-jobless'],0,11,3,4,1,['no-one'],['none'],some-college,white,female,0,6.5,nothing-in-particular,0.9,504
6630,35000,1984,9.4,['was-full'],100,100,100,99,0,['fam-friend'],['none'],highschool,white,female,4.1,3.1,nothing-in-particular,0,955
6631,6000,1995,7.4,['now-full'],100,98,100,100,0,['state-gov'],['none'],college,black,female,0,8.8,something-else,10,273
6632,48000,1948,9.4,['was-retired'],99,96,96,98,0,['fam-friend'],['none'],some-college,white,female,0.3,6.7,evangelical-protestant,4.9,639
6633,32000,1990,0,"['was-full', 'now-full']",0,0,0,40,0,"['fam-friend', 'employer']",['none'],college,white,female,0,10,something-else,7.4,446
6634,15567,1994,0.9,"['was-part', 'now-jobless']",69,39,52,81,0,"['fam-friend', 'state-gov']","['nasal', 'fatigue']",highschool,white,male,3.3,6.6,atheist,6.9,100
6635,28000,1966,3.8,['was-full'],100,99,100,86,3,"['fedgov', 'fam-friend']",['none'],college,white,female,0,5.9,other-protestant,8.8,610
6636,100456,1993,9.8,['was-full'],100,100,100,100,0,['fam-friend'],"['nasal', 'headache']",college,black,female,5.4,6.5,something-else,7,207
6637,100000,2001,9.6,['now-jobless'],58,100,100,93,0,"['fam-friend', 'local-gov', 'local-community']",['none'],highschool,hispanic-latino,male,0,3.1,nothing-in-particular,0,346
6638,38000,1986,4.8,['was-full'],56,94,99,90,0,['no-one'],['none'],highschool,white,female,1.3,3.4,nothing-in-particular,2.2,451
6639,36000,1997,6.9,"['now-jobless', 'was-jobless']",89,93,78,0,0,['fam-friend'],['none'],college,white,female,2,1.8,nothing-in-particular,3,430
6640,110000,1990,2.1,['was-full'],100,73,70,100,0,"['fam-friend', 'employer']",['none'],college,white,female,0,2.8,buddhist,0,144
6641,100000,1958,3.2,['was-full'],6,8,17,87,0,['fam-friend'],['none'],college,white,male,0,8.7,other-protestant,6.6,797
6642,34000,1989,5,"['was-disabled', 'now-disabled']",100,100,100,100,0,['fam-friend'],,highschool,white,female,0,5.3,atheist,3.5,128
6643,55000,1992,7.4,"['was-full', 'now-part']",100,100,100,61,0,"['fam-friend', 'religious']",['none'],college,white,female,0.1,3.8,other-protestant,9,477
6644,50000,1999,8,['was-jobless'],75,94,89,64,0,['fam-friend'],['none'],college,asian,female,0.3,7.4,nothing-in-particular,8.3,230
6645,60000,1976,8.9,['was-full'],81,95,79,87,0,['fam-friend'],"['muscle-ache', 'fatigue']",college,white,female,1.3,4.7,nothing-in-particular,2.7,481
6646,30000,1979,10,"['now-jobless', 'was-jobless']",56,80,100,75,0,['fam-friend'],['none'],some-college,white,male,2,5.8,something-else,6.9,365
6647,95000,1971,5.6,['was-full'],37,55,57,68,1,['fam-friend'],['none'],postgrad,white,female,0,6,evangelical-protestant,9.8,640
6648,125000,1978,7.5,['now-full'],26,89,72,89,0,"['fam-friend', 'state-gov', 'local-gov', 'private-org']",['none'],college,white,female,0.9,9.4,nothing-in-particular,5.6,633
6649,150000,1954,7.1,"['now-retired', 'was-retired']",100,100,65,38,0,"['fam-friend', 'state-gov', 'fedgov']","['fatigue', 'lost-smell-taste']",college,white,female,3.2,3.9,other-protestant,8.2,983
6650,60000,1979,5.9,['was-full'],100,100,68,73,3,"['fam-friend', 'local-community', 'private-org']",['none'],some-college,white,female,4.8,2.6,other-protestant,6.3,787
6651,35000,1989,7,['now-part'],100,100,63,100,3,"['fam-friend', 'fedgov', 'local-community']","['short-breath', 'sore-throat']",college,black,female,3,5.8,nothing-in-particular,2.9,28
6652,10000,1985,4.7,"['was-jobless', 'now-full']",74,74,11,32,652533,['no-one'],"['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat', 'lost-smell-taste', 'fever', 'headache', 'nausea-vomit']",college,black,male,0,3.3,mormon,1.6,322
6653,30000,2002,8.1,['was-part'],97,95,100,100,5,"['employer', 'local-gov']",['none'],some-college,white,female,3.6,1.6,nothing-in-particular,7.5,900
6654,38000,1983,10,"['was-full', 'now-jobless']",100,100,100,100,0,"['fam-friend', 'local-gov', 'state-gov']",['none'],college,white,female,0.4,0,agnostic,0,152
6655,150000,1972,4.6,['now-jobless'],100,100,61,66,7,"['fam-friend', 'state-gov', 'local-gov', 'local-community', 'private-org']",['none'],college,white,female,2,4.7,catholic,6.7,74
6656,70000,1994,2.4,"['was-full', 'now-full']",79,100,0,63,1,"['fam-friend', 'employer']",['none'],college,white,female,0,4.9,nothing-in-particular,2.5,752
6657,15000,1971,9.8,['now-jobless'],100,100,100,100,0,"['state-gov', 'fedgov', 'local-gov', 'religious']","['muscle-ache', 'nausea-vomit']",college,hispanic-latino,female,0,6.1,evangelical-protestant,10,338
6658,149000,1984,9.5,"['was-full', 'now-part']",100,99,100,100,0,['fam-friend'],"['muscle-ache', 'dry-cough', 'fever']",highschool,white,male,9.9,9.9,something-else,9.7,784
6659,65000,1980,0,['was-full'],0,27,27,48,0,"['fam-friend', 'no-one']",['none'],some-college,white,female,0,3.2,other-protestant,6.5,257
6660,250000,1989,6.5,['was-full'],83,66,45,31,0,"['fam-friend', 'employer', 'state-gov']",['none'],college,white,female,7.4,4.1,catholic,5.1,921
